사건,신고,출동,구조,복귀,신고시각,출동시각,현장도착시각,구조완료시각,복귀시각,계절명,사고원인명,현장시군구명,소방서명
2019,0:01,0:06,0:06,0:23,2023.7.12 22:19,2023.7.12 22:20,2023.7.12 22:26,2023.7.12 22:32,2023.7.12 22:55,여름,기타 수난 ,마포구,영등포소방서
2020,0:01,0:10,0:05,0:10,2023.7.12 22:19,2023.7.12 22:20,2023.7.12 22:30,2023.7.12 22:35,2023.7.12 22:45,여름,기타 수난 ,마포구,영등포소방서
2021,0:01,0:06,0:09,0:05,2023.7.12 22:19,2023.7.12 22:20,2023.7.12 22:26,2023.7.12 22:35,2023.7.12 22:40,여름,기타 수난 ,마포구,마포소방서
2022,0:22,0:07,0:07,0:10,2023.7.12 22:44,2023.7.12 23:06,2023.7.12 23:13,2023.7.12 23:20,2023.7.12 23:30,여름,기타 수난 ,영등포구,영등포소방서
2023,0:01,0:05,0:35,0:10,2023.7.12 22:44,2023.7.12 22:45,2023.7.12 22:50,2023.7.12 23:25,2023.7.12 23:35,여름,기타 수난 ,영등포구,영등포소방서
2024,0:01,0:05,0:06,0:05,2023.7.12 23:08,2023.7.12 23:09,2023.7.12 23:14,2023.7.12 23:20,2023.7.12 23:25,여름,기타 수난 ,마포구,마포소방서
2025,0:02,0:03,0:05,0:07,2023.7.13 2:40,2023.7.13 2:42,2023.7.13 2:45,2023.7.13 2:50,2023.7.13 2:57,여름,수색,서초구,용산소방서
2026,0:02,0:03,0:02,0:13,2023.7.13 2:40,2023.7.13 2:42,2023.7.13 2:45,2023.7.13 2:47,2023.7.13 3:00,여름,기타 수난 ,서초구,서초소방서
2027,0:01,0:02,0:04,0:01,2023.7.13 3:27,2023.7.13 3:28,2023.7.13 3:30,2023.7.13 3:34,2023.7.13 3:35,여름,기타 수난 ,강동구,119특수구조단
2028,0:03,0:07,0:08,0:10,2023.7.13 16:37,2023.7.13 16:40,2023.7.13 16:47,2023.7.13 16:55,2023.7.13 17:05,여름,기타 수난 ,송파구,강동소방서
2029,0:03,0:05,0:04,0:11,2023.7.13 16:37,2023.7.13 16:40,2023.7.13 16:45,2023.7.13 16:49,2023.7.13 17:00,여름,기타 수난 ,송파구,119특수구조단
2030,0:01,0:16,0:03,0:17,2023.7.13 22:18,2023.7.13 22:19,2023.7.13 22:35,2023.7.13 22:38,2023.7.13 22:55,여름,수색,강남구,강남소방서
2031,0:02,0:06,0:18,0:10,2023.7.14 1:59,2023.7.14 2:01,2023.7.14 2:07,2023.7.14 2:25,2023.7.14 2:35,여름,침수,노원구,노원소방서
2032,0:01,0:08,0:02,0:18,2023.7.14 2:06,2023.7.14 2:07,2023.7.14 2:15,2023.7.14 2:17,2023.7.14 2:35,여름,기타 수난 ,송파구,119특수구조단
2033,0:02,0:16,0:13,0:00,2023.7.14 7:42,2023.7.14 7:44,2023.7.14 8:00,2023.7.14 8:13,2023.7.14 8:13,여름,고립,송파구,송파소방서
2034,0:03,0:07,0:19,0:05,2023.7.14 8:06,2023.7.14 8:09,2023.7.14 8:16,2023.7.14 8:35,2023.7.14 8:40,여름,침수,동대문구,동대문소방서
2035,0:03,0:05,0:03,0:10,2023.7.14 8:29,2023.7.14 8:32,2023.7.14 8:37,2023.7.14 8:40,2023.7.14 8:50,여름,기타 수난 ,성동구,119특수구조단
2036,0:04,0:09,0:42,0:20,2023.7.14 8:35,2023.7.14 8:39,2023.7.14 8:48,2023.7.14 9:30,2023.7.14 9:50,여름,침몰,용산구,용산소방서
2037,0:04,0:09,0:57,0:45,2023.7.14 8:35,2023.7.14 8:39,2023.7.14 8:48,2023.7.14 9:45,2023.7.14 10:30,여름,고립,용산구,용산소방서
2038,0:01,0:07,0:13,0:16,2023.7.14 10:23,2023.7.14 10:24,2023.7.14 10:31,2023.7.14 10:44,2023.7.14 11:00,여름,기타 수난 ,서초구,119특수구조단
2039,0:02,0:05,0:20,0:07,2023.7.14 10:29,2023.7.14 10:31,2023.7.14 10:36,2023.7.14 10:56,2023.7.14 11:03,여름,침수,강남구,강남소방서
2040,0:01,0:06,0:00,0:13,2023.7.14 14:02,2023.7.14 14:03,2023.7.14 14:09,2023.7.14 14:09,2023.7.14 14:22,여름,기타 수난 ,마포구,마포소방서
2041,0:00,0:03,0:05,0:07,2023.7.14 16:40,2023.7.14 16:40,2023.7.14 16:43,2023.7.14 16:48,2023.7.14 16:55,여름,수색,영등포구,영등포소방서
2042,0:02,0:04,0:01,0:05,2023.7.14 16:48,2023.7.14 16:50,2023.7.14 16:54,2023.7.14 16:55,2023.7.14 17:00,여름,기타 수난 ,송파구,119특수구조단
2043,0:02,0:03,0:00,0:12,2023.7.14 16:48,2023.7.14 16:50,2023.7.14 16:53,2023.7.14 16:53,2023.7.14 17:05,여름,기타 수난 ,송파구,119특수구조단
2044,0:01,0:08,0:04,0:15,2023.7.14 17:02,2023.7.14 17:03,2023.7.14 17:11,2023.7.14 17:15,2023.7.14 17:30,여름,기타 수난 ,강남구,강남소방서
2045,0:03,0:08,0:07,0:08,2023.7.14 21:39,2023.7.14 21:42,2023.7.14 21:50,2023.7.14 21:57,2023.7.14 22:05,여름,침수,동대문구,동대문소방서
2046,0:04,0:04,0:01,0:07,2023.7.15 1:14,2023.7.15 1:18,2023.7.15 1:22,2023.7.15 1:23,2023.7.15 1:30,여름,기타 수난 ,마포구,영등포소방서
2047,0:02,0:05,0:19,0:10,2023.7.15 1:24,2023.7.15 1:26,2023.7.15 1:31,2023.7.15 1:50,2023.7.15 2:00,여름,기타 수난 ,동대문구,중랑소방서
2048,0:01,0:03,0:14,0:10,2023.7.15 2:12,2023.7.15 2:13,2023.7.15 2:16,2023.7.15 2:30,2023.7.15 2:40,여름,익수,노원구,노원소방서
2049,0:03,0:02,0:45,0:04,2023.7.15 9:55,2023.7.15 9:58,2023.7.15 10:00,2023.7.15 10:45,2023.7.15 10:49,여름,기타 수난 ,강서구,강서소방서
2050,0:01,0:06,0:03,1:09,2023.7.15 10:48,2023.7.15 10:49,2023.7.15 10:55,2023.7.15 10:58,2023.7.15 12:07,여름,기타 수난 ,강서구,강서소방서
2051,0:01,0:05,0:04,0:07,2023.7.15 10:48,2023.7.15 10:49,2023.7.15 10:54,2023.7.15 10:58,2023.7.15 11:05,여름,익수,강서구,양천소방서
2052,0:01,0:04,0:03,0:10,2023.7.15 12:12,2023.7.15 12:13,2023.7.15 12:17,2023.7.15 12:20,2023.7.15 12:30,여름,수색,서초구,용산소방서
2053,0:01,0:04,0:13,0:10,2023.7.15 12:12,2023.7.15 12:13,2023.7.15 12:17,2023.7.15 12:30,2023.7.15 12:40,여름,기타 수난 ,서초구,119특수구조단
2054,0:01,0:04,0:03,0:05,2023.7.15 12:12,2023.7.15 12:13,2023.7.15 12:17,2023.7.15 12:20,2023.7.15 12:25,여름,기타 수난 ,서초구,119특수구조단
2055,0:01,0:08,0:12,0:10,2023.7.15 16:09,2023.7.15 16:10,2023.7.15 16:18,2023.7.15 16:30,2023.7.15 16:40,여름,수색,성동구,성동소방서
2056,0:01,0:05,0:00,0:11,2023.7.15 20:43,2023.7.15 20:44,2023.7.15 20:49,2023.7.15 20:49,2023.7.15 21:00,여름,기타 수난 ,영등포구,영등포소방서
2057,0:02,0:01,0:21,0:05,2023.7.16 2:36,2023.7.16 2:38,2023.7.16 2:39,2023.7.16 3:00,2023.7.16 3:05,여름,기타 수난 ,용산구,용산소방서
2058,0:02,0:01,0:00,0:00,2023.7.16 2:36,2023.7.16 2:38,2023.7.16 2:39,2023.7.16 2:39,2023.7.16 2:39,여름,기타 수난 ,용산구,119특수구조단
2059,0:03,0:04,0:13,0:04,2023.7.16 3:26,2023.7.16 3:29,2023.7.16 3:33,2023.7.16 3:46,2023.7.16 3:50,여름,기타 수난 ,서초구,119특수구조단
2060,0:01,0:06,0:02,0:05,2023.7.16 3:46,2023.7.16 3:47,2023.7.16 3:53,2023.7.16 3:55,2023.7.16 4:00,여름,기타 수난 ,강동구,강동소방서
2061,0:01,0:05,0:00,0:03,2023.7.16 5:11,2023.7.16 5:12,2023.7.16 5:17,2023.7.16 5:17,2023.7.16 5:20,여름,기타 수난 ,마포구,마포소방서
2062,0:01,0:11,0:00,0:09,2023.7.16 5:29,2023.7.16 5:30,2023.7.16 5:41,2023.7.16 5:41,2023.7.16 5:50,여름,기타 수난 ,마포구,마포소방서
2063,0:01,0:00,0:00,0:17,2023.7.16 6:02,2023.7.16 6:03,2023.7.16 6:03,2023.7.16 6:03,2023.7.16 6:20,여름,수색,강남구,강남소방서
2064,0:02,0:04,0:02,0:25,2023.7.16 8:37,2023.7.16 8:39,2023.7.16 8:43,2023.7.16 8:45,2023.7.16 9:10,여름,기타 수난 ,마포구,영등포소방서
2065,0:02,0:03,0:06,0:09,2023.7.16 8:37,2023.7.16 8:39,2023.7.16 8:42,2023.7.16 8:48,2023.7.16 8:57,여름,기타 수난 ,마포구,마포소방서
2066,0:02,0:03,0:08,0:10,2023.7.16 8:37,2023.7.16 8:39,2023.7.16 8:42,2023.7.16 8:50,2023.7.16 9:00,여름,기타 수난 ,마포구,119특수구조단
2067,0:02,0:05,0:07,0:10,2023.7.16 12:11,2023.7.16 12:13,2023.7.16 12:18,2023.7.16 12:25,2023.7.16 12:35,여름,익수,송파구,광진소방서
2068,0:02,0:05,0:07,0:10,2023.7.16 12:11,2023.7.16 12:13,2023.7.16 12:18,2023.7.16 12:25,2023.7.16 12:35,여름,기타 수난 ,송파구,광진소방서
2069,0:02,0:05,0:17,0:10,2023.7.16 12:11,2023.7.16 12:13,2023.7.16 12:18,2023.7.16 12:35,2023.7.16 12:45,여름,기타 수난 ,송파구,119특수구조단
2070,0:03,0:12,0:03,0:10,2023.7.16 12:52,2023.7.16 12:55,2023.7.16 13:07,2023.7.16 13:10,2023.7.16 13:20,여름,침수,관악구,관악소방서
2071,0:02,0:06,0:06,0:17,2023.7.16 14:19,2023.7.16 14:21,2023.7.16 14:27,2023.7.16 14:33,2023.7.16 14:50,여름,고립,강동구,강동소방서
2072,0:01,0:00,0:38,0:00,2023.7.16 15:01,2023.7.16 15:02,2023.7.16 15:02,2023.7.16 15:40,2023.7.16 15:40,여름,수색,송파구,119특수구조단
2073,0:37,0:03,0:11,0:06,2023.7.16 16:14,2023.7.16 16:51,2023.7.16 16:54,2023.7.16 17:05,2023.7.16 17:11,여름,기타 수난 ,성동구,119특수구조단
2074,0:03,0:05,0:05,0:08,2023.7.16 18:57,2023.7.16 19:00,2023.7.16 19:05,2023.7.16 19:10,2023.7.16 19:18,여름,기타 수난 ,마포구,영등포소방서
2075,0:03,0:03,0:10,0:17,2023.7.16 18:57,2023.7.16 19:00,2023.7.16 19:03,2023.7.16 19:13,2023.7.16 19:30,여름,기타 수난 ,마포구,119특수구조단
2076,0:02,0:07,0:23,0:10,2023.7.16 20:33,2023.7.16 20:35,2023.7.16 20:42,2023.7.16 21:05,2023.7.16 21:15,여름,수색,송파구,광진소방서
2077,0:02,0:07,0:13,0:13,2023.7.16 20:33,2023.7.16 20:35,2023.7.16 20:42,2023.7.16 20:55,2023.7.16 21:08,여름,고립,송파구,강동소방서
2078,0:02,0:10,0:05,0:00,2023.7.16 20:33,2023.7.16 20:35,2023.7.16 20:45,2023.7.16 20:50,2023.7.16 20:50,여름,기타 수난 ,송파구,강동소방서
2079,0:02,0:03,0:17,0:05,2023.7.16 20:33,2023.7.16 20:35,2023.7.16 20:38,2023.7.16 20:55,2023.7.16 21:00,여름,수색,송파구,119특수구조단
2080,0:00,0:07,0:04,0:10,2023.7.16 21:19,2023.7.16 21:19,2023.7.16 21:26,2023.7.16 21:30,2023.7.16 21:40,여름,기타 수난 ,송파구,강동소방서
2081,0:00,0:04,0:22,0:05,2023.7.16 21:19,2023.7.16 21:19,2023.7.16 21:23,2023.7.16 21:45,2023.7.16 21:50,여름,수색,송파구,119특수구조단
2082,0:01,0:05,0:04,0:09,2023.7.16 21:41,2023.7.16 21:42,2023.7.16 21:47,2023.7.16 21:51,2023.7.16 22:00,여름,기타 수난 ,영등포구,마포소방서
2083,0:01,0:05,0:04,0:19,2023.7.16 21:41,2023.7.16 21:42,2023.7.16 21:47,2023.7.16 21:51,2023.7.16 22:10,여름,기타 수난 ,영등포구,119특수구조단
2084,0:02,0:06,0:05,0:08,2023.7.16 22:04,2023.7.16 22:06,2023.7.16 22:12,2023.7.16 22:17,2023.7.16 22:25,여름,기타 수난 ,마포구,마포소방서
2085,0:02,0:06,0:06,0:07,2023.7.16 22:04,2023.7.16 22:06,2023.7.16 22:12,2023.7.16 22:18,2023.7.16 22:25,여름,기타 수난 ,마포구,마포소방서
2086,0:02,0:09,0:01,0:15,2023.7.16 22:33,2023.7.16 22:35,2023.7.16 22:44,2023.7.16 22:45,2023.7.16 23:00,여름,기타 수난 ,영등포구,영등포소방서
2087,0:02,0:05,0:05,0:10,2023.7.16 22:33,2023.7.16 22:35,2023.7.16 22:40,2023.7.16 22:45,2023.7.16 22:55,여름,기타 수난 ,영등포구,119특수구조단
2088,0:01,0:03,0:06,0:09,2023.7.17 0:13,2023.7.17 0:14,2023.7.17 0:17,2023.7.17 0:23,2023.7.17 0:32,여름,기타 수난 ,영등포구,영등포소방서
2089,0:02,0:08,0:06,0:08,2023.7.17 1:24,2023.7.17 1:26,2023.7.17 1:34,2023.7.17 1:40,2023.7.17 1:48,여름,기타 수난 ,마포구,영등포소방서
2090,0:02,0:04,0:05,0:05,2023.7.17 3:04,2023.7.17 3:06,2023.7.17 3:10,2023.7.17 3:15,2023.7.17 3:20,여름,기타 수난 ,영등포구,영등포소방서
2091,0:01,0:10,0:07,0:05,2023.7.17 7:52,2023.7.17 7:53,2023.7.17 8:03,2023.7.17 8:10,2023.7.17 8:15,여름,기타 수난 ,서초구,서초소방서
2092,0:01,0:05,0:09,0:13,2023.7.17 7:52,2023.7.17 7:53,2023.7.17 7:58,2023.7.17 8:07,2023.7.17 8:20,여름,침수,서초구,119특수구조단
2093,0:02,0:03,0:06,0:08,2023.7.17 7:54,2023.7.17 7:56,2023.7.17 7:59,2023.7.17 8:05,2023.7.17 8:13,여름,기타 수난 ,마포구,마포소방서
2094,0:01,0:02,0:03,0:05,2023.7.17 8:34,2023.7.17 8:35,2023.7.17 8:37,2023.7.17 8:40,2023.7.17 8:45,여름,기타 수난 ,광진구,119특수구조단
2095,0:01,0:06,1:37,0:05,2023.7.17 9:06,2023.7.17 9:07,2023.7.17 9:13,2023.7.17 10:50,2023.7.17 10:55,여름,수색,서초구,119특수구조단
2096,0:02,0:05,0:00,0:05,2023.7.17 9:28,2023.7.17 9:30,2023.7.17 9:35,2023.7.17 9:35,2023.7.17 9:40,여름,익수,마포구,마포소방서
2097,0:02,0:04,0:02,0:09,2023.7.17 9:28,2023.7.17 9:30,2023.7.17 9:34,2023.7.17 9:36,2023.7.17 9:45,여름,고립,마포구,119특수구조단
2098,0:02,0:03,0:03,0:12,2023.7.17 10:20,2023.7.17 10:22,2023.7.17 10:25,2023.7.17 10:28,2023.7.17 10:40,여름,기타 수난 ,영등포구,강서소방서
2099,0:03,0:05,0:50,0:10,2023.7.17 10:22,2023.7.17 10:25,2023.7.17 10:30,2023.7.17 11:20,2023.7.17 11:30,여름,수색,마포구,마포소방서
2100,0:02,0:08,0:01,1:12,2023.7.17 13:27,2023.7.17 13:29,2023.7.17 13:37,2023.7.17 13:38,2023.7.17 14:50,여름,침수,강서구,강서소방서
2101,0:00,0:06,0:02,0:29,2023.7.17 14:23,2023.7.17 14:23,2023.7.17 14:29,2023.7.17 14:31,2023.7.17 15:00,여름,기타 수난 ,용산구,용산소방서
2102,0:00,0:05,0:02,0:04,2023.7.17 14:23,2023.7.17 14:23,2023.7.17 14:28,2023.7.17 14:30,2023.7.17 14:34,여름,기타 수난 ,용산구,119특수구조단
2103,0:01,0:12,0:54,0:05,2023.7.17 14:33,2023.7.17 14:34,2023.7.17 14:46,2023.7.17 15:40,2023.7.17 15:45,여름,익수,동작구,119특수구조단
2104,0:01,0:05,0:04,0:10,2023.7.17 15:35,2023.7.17 15:36,2023.7.17 15:41,2023.7.17 15:45,2023.7.17 15:55,여름,수색,마포구,마포소방서
2105,0:02,0:28,0:10,0:00,2023.7.17 16:00,2023.7.17 16:02,2023.7.17 16:30,2023.7.17 16:40,2023.7.17 16:40,여름,수색,강동구,119특수구조단
2106,0:02,0:04,0:05,0:10,2023.7.17 19:44,2023.7.17 19:46,2023.7.17 19:50,2023.7.18 19:55,2023.7.18 20:05,여름,수색,마포구,영등포소방서
2107,0:01,0:11,0:15,0:10,2023.7.18 9:43,2023.7.18 9:44,2023.7.18 9:55,2023.7.18 10:10,2023.7.18 10:20,여름,침수,서초구,서초소방서
2108,0:01,0:01,0:37,0:05,2023.7.18 10:31,2023.7.18 10:32,2023.7.18 10:33,2023.7.18 11:10,2023.7.18 11:15,여름,수색,서초구,119특수구조단
2109,0:01,0:05,0:03,0:00,2023.7.18 10:57,2023.7.18 10:58,2023.7.18 11:03,2023.7.18 11:06,2023.7.18 11:06,여름,기타 수난 ,영등포구,마포소방서
2110,0:01,0:11,0:20,0:00,2023.7.18 10:58,2023.7.18 10:59,2023.7.18 11:10,2023.7.18 11:30,2023.7.18 11:30,여름,기타 수난 ,마포구,마포소방서
2111,0:02,0:03,0:59,0:10,2023.7.18 15:46,2023.7.18 15:48,2023.7.18 15:51,2023.7.18 16:50,2023.7.18 17:00,여름,수색,서초구,119특수구조단
2112,0:01,0:05,0:00,0:13,2023.7.18 16:06,2023.7.18 16:07,2023.7.18 16:12,2023.7.18 16:12,2023.7.18 16:25,여름,기타 수난 ,마포구,영등포소방서
2113,0:01,0:04,0:01,0:09,2023.7.19 0:20,2023.7.19 0:21,2023.7.19 0:25,2023.7.19 0:26,2023.7.19 0:35,여름,기타 수난 ,마포구,마포소방서
2114,0:02,0:03,0:01,0:06,2023.7.19 1:58,2023.7.19 2:00,2023.7.19 2:03,2023.7.19 2:04,2023.7.19 2:10,여름,기타 수난 ,마포구,마포소방서
2115,0:04,0:02,0:14,0:05,2023.7.19 3:15,2023.7.19 3:19,2023.7.19 3:21,2023.7.19 3:35,2023.7.19 3:40,여름,기타 수난 ,송파구,119특수구조단
2116,0:02,0:04,0:03,0:08,2023.7.19 4:08,2023.7.19 4:10,2023.7.19 4:14,2023.7.19 4:17,2023.7.19 4:25,여름,기타 수난 ,영등포구,마포소방서
2117,0:02,0:06,0:00,0:09,2023.7.19 4:43,2023.7.19 4:45,2023.7.19 4:51,2023.7.19 4:51,2023.7.19 5:00,여름,기타 수난 ,마포구,영등포소방서
2118,0:01,0:04,0:44,0:05,2023.7.19 10:01,2023.7.19 10:02,2023.7.19 10:06,2023.7.19 10:50,2023.7.19 10:55,여름,기타 수난 ,서초구,119특수구조단
2119,0:00,0:05,0:12,0:07,2023.7.19 11:01,2023.7.19 11:01,2023.7.19 11:06,2023.7.19 11:18,2023.7.19 11:25,여름,기타 수난 ,송파구,강동소방서
2120,0:00,0:08,0:13,0:05,2023.7.19 11:01,2023.7.19 11:01,2023.7.19 11:09,2023.7.19 11:22,2023.7.19 11:27,여름,기타 수난 ,송파구,송파소방서
2121,0:00,0:08,0:13,0:08,2023.7.19 11:01,2023.7.19 11:01,2023.7.19 11:09,2023.7.19 11:22,2023.7.19 11:30,여름,기타 수난 ,송파구,송파소방서
2122,0:01,0:05,0:49,0:05,2023.7.19 14:00,2023.7.19 14:01,2023.7.19 14:06,2023.7.19 14:55,2023.7.19 15:00,여름,수색,동작구,119특수구조단
2123,0:04,0:10,0:13,0:12,2023.7.19 14:36,2023.7.19 14:40,2023.7.19 14:50,2023.7.19 15:03,2023.7.19 15:15,여름,수색,마포구,영등포소방서
2124,0:02,0:06,0:08,0:37,2023.7.19 18:25,2023.7.19 18:27,2023.7.19 18:33,2023.7.19 18:41,2023.7.19 19:18,여름,수색,광진구,광진소방서
2125,0:02,0:03,0:40,0:20,2023.7.19 18:25,2023.7.19 18:27,2023.7.19 18:30,2023.7.19 19:10,2023.7.19 19:30,여름,기타 수난 ,광진구,119특수구조단
2126,0:01,0:01,0:29,0:05,2023.7.19 20:24,2023.7.19 20:25,2023.7.19 20:26,2023.7.19 20:55,2023.7.19 21:00,여름,기타 수난 ,용산구,119특수구조단
2127,0:03,0:08,0:20,0:03,2023.7.19 22:04,2023.7.19 22:07,2023.7.19 22:15,2023.7.19 22:35,2023.7.19 22:38,여름,기타 수난 ,동작구,동작소방서
2128,0:01,0:04,0:00,0:23,2023.7.19 22:12,2023.7.19 22:13,2023.7.19 22:17,2023.7.19 22:17,2023.7.19 22:40,여름,기타 수난 ,마포구,영등포소방서
2129,0:00,0:07,0:29,0:25,2023.7.19 23:49,2023.7.19 23:49,2023.7.19 23:56,2023.7.20 0:25,2023.7.20 0:50,여름,수색,광진구,광진소방서
2130,0:00,0:00,0:00,0:16,2023.7.19 23:49,2023.7.19 23:49,2023.7.19 23:49,2023.7.19 23:49,2023.7.20 0:05,여름,기타 수난 ,광진구,강남소방서
2131,0:00,0:07,0:00,0:03,2023.7.19 23:49,2023.7.19 23:49,2023.7.19 23:56,2023.7.19 23:56,2023.7.19 23:59,여름,기타 수난 ,광진구,송파소방서
2132,0:01,0:06,0:01,0:09,2023.7.20 0:48,2023.7.20 0:49,2023.7.20 0:55,2023.7.20 0:56,2023.7.20 1:05,여름,기타 수난 ,영등포구,마포소방서
2133,0:01,0:01,0:00,0:04,2023.7.20 2:04,2023.7.20 2:05,2023.7.20 2:06,2023.7.20 2:06,2023.7.20 2:10,여름,기타 수난 ,강동구,강동소방서
2134,0:01,0:03,0:08,0:00,2023.7.20 5:07,2023.7.20 5:08,2023.7.20 5:11,2023.7.20 5:19,2023.7.20 5:19,여름,기타 수난 ,강남구,119특수구조단
2135,0:01,0:06,0:04,0:10,2023.7.20 9:59,2023.7.20 10:00,2023.7.20 10:06,2023.7.20 10:10,2023.7.20 10:20,여름,기타 수난 ,송파구,119특수구조단
2136,0:01,0:05,0:03,0:22,2023.7.20 9:59,2023.7.20 10:00,2023.7.20 10:05,2023.7.20 10:08,2023.7.20 10:30,여름,기타 수난 ,송파구,119특수구조단
2137,0:00,0:05,0:48,0:05,2023.7.20 10:02,2023.7.20 10:02,2023.7.20 10:07,2023.7.20 10:55,2023.7.20 11:00,여름,익수,서초구,119특수구조단
2138,0:01,0:04,0:48,0:05,2023.7.20 14:02,2023.7.20 14:03,2023.7.20 14:07,2023.7.20 14:55,2023.7.20 15:00,여름,익수,서초구,119특수구조단
2139,0:02,0:05,1:00,0:05,2023.7.20 14:48,2023.7.20 14:50,2023.7.20 14:55,2023.7.20 15:55,2023.7.20 16:00,여름,침수,광진구,성동소방서
2140,0:01,0:06,0:07,0:10,2023.7.20 16:36,2023.7.20 16:37,2023.7.20 16:43,2023.7.20 16:50,2023.7.20 17:00,여름,기타 수난 ,송파구,119특수구조단
2141,0:01,0:05,0:02,0:16,2023.7.20 16:36,2023.7.20 16:37,2023.7.20 16:42,2023.7.20 16:44,2023.7.20 17:00,여름,기타 수난 ,송파구,119특수구조단
2142,0:01,0:03,0:53,0:05,2023.7.20 18:58,2023.7.20 18:59,2023.7.20 19:02,2023.7.20 19:55,2023.7.20 20:00,여름,기타 수난 ,송파구,119특수구조단
2143,0:01,0:10,0:02,0:05,2023.7.20 23:27,2023.7.20 23:28,2023.7.20 23:38,2023.7.20 23:40,2023.7.20 23:45,여름,수색,영등포구,영등포소방서
2144,0:03,0:04,0:31,0:07,2023.7.21 1:10,2023.7.21 1:13,2023.7.21 1:17,2023.7.21 1:48,2023.7.21 1:55,여름,기타 수난 ,강남구,119특수구조단
2145,0:01,0:03,0:06,0:06,2023.7.21 2:54,2023.7.21 2:55,2023.7.21 2:58,2023.7.21 3:04,2023.7.21 3:10,여름,기타 수난 ,성동구,119특수구조단
2146,0:01,0:07,0:00,0:13,2023.7.21 2:54,2023.7.21 2:55,2023.7.21 3:02,2023.7.21 3:02,2023.7.21 3:15,여름,기타 수난 ,성동구,성동소방서
2147,0:03,0:03,0:02,0:04,2023.7.21 4:28,2023.7.21 4:31,2023.7.21 4:34,2023.7.21 4:36,2023.7.21 4:40,여름,수색,영등포구,영등포소방서
2148,0:03,0:01,0:49,0:00,2023.7.21 9:58,2023.7.21 10:01,2023.7.21 10:02,2023.7.21 10:51,2023.7.21 10:51,여름,수색,서초구,119특수구조단
2149,0:01,0:00,1:18,0:10,2023.7.21 10:01,2023.7.21 10:02,2023.7.21 10:02,2023.7.21 11:20,2023.7.21 11:30,여름,수색,광진구,119특수구조단
2150,0:01,0:02,0:12,0:05,2023.7.21 10:50,2023.7.21 10:51,2023.7.21 10:53,2023.7.21 11:05,2023.7.21 11:10,여름,익수,동작구,동작소방서
2151,0:01,0:09,0:05,0:05,2023.7.21 10:50,2023.7.21 10:51,2023.7.21 11:00,2023.7.21 11:05,2023.7.21 11:10,여름,사체인양,동작구,서초소방서
2152,0:01,0:04,0:10,0:05,2023.7.21 10:50,2023.7.21 10:51,2023.7.21 10:55,2023.7.21 11:05,2023.7.21 11:10,여름,사체인양,동작구,119특수구조단
2153,0:02,0:09,0:02,0:18,2023.7.21 12:44,2023.7.21 12:46,2023.7.21 12:55,2023.7.21 12:57,2023.7.21 13:15,여름,사체인양,서초구,서초소방서
2154,0:02,0:04,0:05,0:05,2023.7.21 12:44,2023.7.21 12:46,2023.7.21 12:50,2023.7.21 12:55,2023.7.21 13:00,여름,사체인양,서초구,119특수구조단
2155,0:01,0:01,0:50,0:10,2023.7.21 13:58,2023.7.21 13:59,2023.7.21 14:00,2023.7.21 14:50,2023.7.21 15:00,여름,수색,서초구,119특수구조단
2156,0:01,0:11,0:30,0:10,2023.7.21 14:18,2023.7.21 14:19,2023.7.21 14:30,2023.7.21 15:00,2023.7.21 15:10,여름,수색,강남구,강남소방서
2157,0:01,0:00,0:57,0:00,2023.7.21 15:02,2023.7.21 15:03,2023.7.21 15:03,2023.7.21 16:00,2023.7.21 16:00,여름,수색,광진구,119특수구조단
2158,0:04,0:32,0:23,0:00,2023.7.21 15:24,2023.7.21 15:28,2023.7.21 16:00,2023.7.21 16:23,2023.7.21 16:23,여름,수색,영등포구,119특수구조단
2159,0:01,0:12,0:00,0:24,2023.7.21 23:28,2023.7.21 23:29,2023.7.21 23:41,2023.7.21 23:41,2023.7.22 0:05,여름,기타 수난 ,강서구,마포소방서
2160,0:03,0:04,0:00,0:07,2023.7.21 23:50,2023.7.21 23:53,2023.7.21 23:57,2023.7.22 23:57,2023.7.23 0:04,여름,기타 수난 ,강동구,광진소방서
2161,0:02,0:05,0:31,0:02,2023.7.22 0:57,2023.7.22 0:59,2023.7.22 1:04,2023.7.22 1:35,2023.7.22 1:37,여름,기타 수난 ,마포구,마포소방서
2162,0:00,0:03,0:18,0:05,2023.7.22 1:34,2023.7.22 1:34,2023.7.22 1:37,2023.7.22 1:55,2023.7.22 2:00,여름,기타 수난 ,마포구,마포소방서
2163,0:02,0:00,0:18,0:05,2023.7.22 1:35,2023.7.22 1:37,2023.7.22 1:37,2023.7.22 1:55,2023.7.22 2:00,여름,기타 수난 ,마포구,마포소방서
2164,0:02,0:02,0:12,0:17,2023.7.22 2:14,2023.7.22 2:16,2023.7.22 2:18,2023.7.22 2:30,2023.7.22 2:47,여름,기타 수난 ,송파구,광진소방서
2165,0:02,0:06,0:04,0:14,2023.7.22 4:34,2023.7.22 4:36,2023.7.22 4:42,2023.7.22 4:46,2023.7.22 5:00,여름,기타 수난 ,용산구,용산소방서
2166,0:00,0:09,0:00,0:50,2023.7.22 6:08,2023.7.22 6:08,2023.7.22 6:17,2023.7.22 6:17,2023.7.22 7:07,여름,기타 수난 ,영등포구,영등포소방서
